"Date","State","Idle Time","Logger Notes","Charging State","Battery Level","Charger Limit SOC","Battery Range","Charge Energy Added","Charge Rate","Charger Phases","Charger Voltage","Charger Actual Current","Fast Charger Type","Power"
"8:17:15 PM","online","0","","Disconnected","3","100","8.44","0.31","0.0","","1","0","","37"
"8:17:54 PM","online","0","","Disconnected","3","100","7.99","0.31","0.0","","1","0","","2"
"8:18:15 PM","online","0","","Disconnected","3","100","7.99","0.31","0.0","","2","0","","2"
"8:18:55 PM","online","0","","Disconnected","3","100","7.99","0.31","0.0","","2","0","","20"
"8:19:16 PM","online","0","","Disconnected","3","100","7.99","0.31","0.0","","2","0","","3"
"8:19:53 PM","online","0","Driving->Idling @ No Tagged Location Found","Disconnected","3","100","7.99","0.31","0.0","","2","0","","2"
"8:20:54 PM","online","0","Idling->Charging","Charging","3","100","7.99","0.0","20.3","1","205","30","","-5"
"8:21:53 PM","online","0","","Charging","3","100","8.44","0.1","23.9","1","206","30","","-6"
"8:22:53 PM","online","0","","Charging","4","100","8.44","0.1","23.9","1","206","30","","-6"
"8:23:53 PM","online","0","","Charging","4","100","8.88","0.21","24.0","1","206","30","","-6"
"8:24:53 PM","online","0","","Charging","4","100","9.32","0.42","23.9","1","206","30","","-6"
"8:25:55 PM","online","0","","Charging","4","100","10.21","0.52","24.0","1","206","30","","-6"
"8:26:53 PM","online","0","","Charging","4","100","10.21","0.52","24.0","1","206","30","","-6"
"8:27:53 PM","online","0","","Charging","4","100","10.66","0.63","24.0","1","206","30","","-6"
"8:28:53 PM","online","0","","Charging","5","100","11.1","0.73","24.0","1","206","30","","-6"
"8:29:54 PM","online","0","","Charging","5","100","11.99","0.94","24.0","1","206","30","","-6"
"8:30:53 PM","online","0","","Charging","5","100","11.54","0.84","24.0","1","206","30","","-6"
"8:31:53 PM","online","0","","Charging","5","100","12.43","1.05","23.9","1","205","30","","-6"
"8:32:54 PM","online","0","","Charging","5","100","12.88","1.15","23.7","1","205","30","","-6"
"8:33:54 PM","online","0","","Charging","6","100","12.88","1.15","23.9","1","206","30","","-6"
"8:34:55 PM","online","0","","Charging","6","100","13.32","1.26","23.7","1","205","30","","-6"
"8:35:53 PM","online","0","","Charging","6","100","13.76","1.36","23.9","1","206","30","","-6"
"8:36:54 PM","online","0","","Charging","6","100","14.65","1.57","24.0","1","205","30","","-6"
"8:37:52 PM","online","0","","Charging","6","100","14.65","1.57","23.9","1","206","30","","-6"
"8:38:53 PM","online","0","","Charging","6","100","15.1","1.68","23.9","1","205","30","","-6"
"8:39:54 PM","online","0","","Charging","6","100","15.54","1.78","23.7","1","205","30","","-6"
"8:40:52 PM","online","0","","Charging","7","100","15.54","1.78","23.9","1","205","30","","-6"
"8:41:53 PM","online","0","","Charging","7","100","16.43","1.99","23.7","1","205","30","","-6"
"8:42:53 PM","online","0","","Charging","7","100","16.87","2.1","23.7","1","205","30","","-6"
"8:43:53 PM","online","0","","Charging","7","100","16.87","2.1","23.7","1","205","30","","-6"
"8:44:53 PM","online","0","","Charging","7","100","17.32","2.2","23.9","1","206","30","","-6"
"8:45:53 PM","online","0","","Charging","7","100","17.76","2.31","23.8","1","205","30","","-6"
"8:46:53 PM","online","0","","Charging","8","100","18.2","2.51","23.9","1","205","30","","-6"
"8:47:53 PM","online","0","","Charging","8","100","18.65","2.51","23.7","1","205","30","","-6"
"8:48:53 PM","online","0","","Charging","8","100","19.09","2.62","23.7","1","205","30","","-6"
"8:49:53 PM","online","0","","Charging","8","100","19.54","2.72","23.6","1","205","30","","-6"
"8:50:53 PM","online","0","","Charging","8","100","19.54","2.72","24.1","1","206","30","","-6"
"8:51:54 PM","online","0","","Charging","8","100","19.98","2.83","24.1","1","205","30","","-6"
"8:52:53 PM","online","0","","Charging","8","100","20.42","3.04","24.2","1","206","30","","-6"
"8:53:53 PM","online","0","","Charging","9","100","21.31","3.14","24.2","1","206","30","","-6"
"8:54:53 PM","online","0","","Charging","9","100","21.31","3.14","24.0","1","205","30","","-6"
"8:55:53 PM","online","0","","Charging","9","100","21.76","3.25","24.2","1","206","30","","-6"
"8:56:53 PM","online","0","","Charging","9","100","22.2","3.35","24.0","1","205","30","","-6"
"8:57:53 PM","online","0","","Charging","10","100","23.09","3.56","24.2","1","206","30","","-6"
"8:58:53 PM","online","0","","Charging","10","100","22.64","3.46","24.2","1","206","30","","-6"
"8:59:53 PM","online","0","","Charging","10","100","23.53","3.67","24.2","1","206","30","","-6"
"9:00:53 PM","online","0","","Charging","10","100","23.98","3.77","24.2","1","206","30","","-6"
"9:01:54 PM","online","0","","Charging","10","100","23.98","3.77","24.1","1","205","30","","-6"
"9:02:53 PM","online","0","","Charging","10","100","24.42","3.88","23.9","1","205","30","","-6"
"9:03:54 PM","online","0","","Charging","10","100","24.87","4.09","24.0","1","205","30","","-6"
"9:04:54 PM","online","0","","Charging","11","100","25.75","4.19","24.1","1","206","30","","-6"
"9:05:54 PM","online","0","","Charging","11","100","25.75","4.19","24.1","1","206","30","","-6"
"9:06:53 PM","online","0","","Charging","11","100","26.2","4.3","24.2","1","206","30","","-6"
"9:07:54 PM","online","0","","Charging","11","100","26.64","4.4","23.9","1","205","30","","-6"
"9:08:53 PM","online","0","","Charging","11","100","27.09","4.51","24.2","1","206","30","","-6"
"9:09:53 PM","online","0","","Charging","11","100","27.09","4.51","24.2","1","206","30","","-6"
"9:10:52 PM","online","0","","Charging","12","100","27.97","4.72","24.2","1","206","30","","-6"
"9:11:52 PM","online","0","","Charging","12","100","28.42","4.82","24.1","1","205","30","","-6"
"9:12:53 PM","online","0","","Charging","12","100","28.86","4.93","24.2","1","205","30","","-6"
"9:13:52 PM","online","0","","Charging","12","100","28.86","4.93","24.0","1","205","30","","-6"
"9:14:53 PM","online","0","","Charging","12","100","29.31","5.13","24.2","1","205","30","","-6"
"9:15:52 PM","online","0","","Charging","13","100","30.19","5.24","24.2","1","206","30","","-6"
"9:16:53 PM","online","0","","Charging","13","100","30.19","5.24","24.2","1","206","30","","-6"
"9:17:52 PM","online","0","","Charging","13","100","30.64","5.34","24.2","1","206","30","","-6"
"9:18:53 PM","online","0","","Charging","13","100","31.08","5.45","24.2","1","205","30","","-6"
"9:19:53 PM","online","0","","Charging","13","100","31.53","5.66","24.2","1","206","30","","-6"
"9:20:52 PM","online","0","","Charging","13","100","31.53","5.55","24.2","1","205","30","","-6"
"9:21:53 PM","online","0","","Charging","13","100","32.41","5.76","24.1","1","205","30","","-6"
"9:22:53 PM","online","0","","Charging","14","100","32.86","5.87","23.9","1","205","30","","-6"
"9:23:50 PM","online","0","","Charging","14","100","33.3","5.97","23.9","1","205","30","","-6"
"9:24:51 PM","online","0","","Charging","14","100","33.3","5.97","24.2","1","206","30","","-6"
"9:25:52 PM","online","0","","Charging","14","100","34.19","6.18","24.2","1","206","30","","-6"
"9:26:52 PM","online","0","","Charging","14","100","34.63","6.29","24.2","1","206","30","","-6"
"9:27:52 PM","online","0","","Charging","15","100","35.08","6.39","24.2","1","206","30","","-6"
"9:28:50 PM","online","0","","Charging","15","100","35.08","6.39","24.2","1","205","30","","-6"
"9:29:52 PM","online","0","","Charging","15","100","35.52","6.5","24.2","1","205","30","","-6"
"9:30:51 PM","online","0","","Charging","15","100","36.41","6.71","24.2","1","205","30","","-6"
"9:31:51 PM","online","0","","Charging","15","100","36.41","6.71","24.3","1","207","30","","-6"
"9:32:52 PM","online","0","","Charging","15","100","36.85","6.81","24.2","1","206","30","","-6"
"9:33:52 PM","online","0","","Charging","15","100","37.3","6.92","24.3","1","205","30","","-6"
"9:34:51 PM","online","0","","Charging","16","100","37.74","7.02","24.2","1","205","30","","-6"
"9:35:51 PM","online","0","","Charging","16","100","37.74","7.02","24.2","1","205","30","","-6"
"9:36:52 PM","online","0","","Charging","16","100","38.63","7.23","24.3","1","206","30","","-6"
"9:37:52 PM","online","0","","Charging","16","100","39.07","7.34","24.3","1","205","30","","-6"
"9:38:53 PM","online","0","","Charging","16","100","39.52","7.44","24.3","1","206","30","","-6"
"9:39:51 PM","online","0","","Charging","16","100","39.52","7.44","24.2","1","205","30","","-6"
"9:40:51 PM","online","0","","Charging","17","100","39.96","7.54","24.3","1","206","30","","-6"
"9:41:51 PM","online","0","","Charging","17","100","40.41","7.65","24.2","1","206","30","","-6"
"9:42:50 PM","online","0","","Charging","17","100","41.29","7.86","24.3","1","206","30","","-6"
"9:43:52 PM","online","0","","Charging","17","100","41.29","7.86","24.3","1","205","30","","-6"
"9:44:52 PM","online","0","","Charging","17","100","41.74","7.96","24.3","1","206","30","","-6"
"9:45:51 PM","online","0","","Charging","17","100","42.18","8.07","24.0","1","205","30","","-6"
"9:46:52 PM","online","0","","Charging","18","100","42.63","8.17","24.2","1","205","30","","-6"
"9:47:51 PM","online","0","","Charging","18","100","43.07","8.28","24.2","1","206","30","","-6"
"9:48:52 PM","online","0","","Charging","18","100","43.51","8.38","24.3","1","205","30","","-6"
"9:49:50 PM","online","0","","Charging","18","100","43.96","8.49","24.2","1","207","30","","-6"
"9:50:50 PM","online","0","","Charging","18","100","44.4","8.59","24.3","1","206","30","","-6"
"9:51:51 PM","online","0","","Charging","18","100","44.4","8.59","24.3","1","206","30","","-6"
"9:52:51 PM","online","0","","Charging","19","100","44.85","8.7","24.3","1","206","30","","-6"
"9:53:50 PM","online","0","","Charging","19","100","45.73","8.91","24.3","1","206","30","","-6"
"9:54:52 PM","online","0","","Charging","19","100","45.73","8.91","24.3","1","206","30","","-6"
"9:55:51 PM","online","0","","Charging","19","100","46.18","9.01","24.3","1","206","30","","-6"
"9:56:52 PM","online","0","","Charging","19","100","46.62","9.12","24.3","1","207","30","","-6"
"9:57:51 PM","online","0","","Charging","20","100","47.07","9.22","24.0","1","205","30","","-6"
"9:58:51 PM","online","0","","Charging","20","100","47.07","9.22","24.2","1","206","30","","-6"
"9:59:52 PM","online","0","","Charging","20","100","47.95","9.43","24.0","1","204","30","","-6"
"10:00:52 PM","online","0","","Charging","20","100","48.4","9.54","24.0","1","204","30","","-6"
"10:01:51 PM","online","0","","Charging","20","100","48.84","9.64","24.0","1","205","30","","-6"
"10:02:52 PM","online","0","","Charging","20","100","48.84","9.64","24.0","1","204","30","","-6"
"10:03:50 PM","online","0","","Charging","20","100","49.29","9.85","24.2","1","206","30","","-6"
"10:04:50 PM","online","0","","Charging","21","100","50.17","9.95","24.0","1","205","30","","-6"
"10:05:51 PM","online","0","","Charging","21","100","50.17","10.06","24.0","1","204","30","","-6"
"10:06:52 PM","online","0","","Charging","21","100","50.62","10.06","24.0","1","204","30","","-6"
"10:07:51 PM","online","0","","Charging","21","100","51.06","10.16","24.2","1","206","30","","-6"
"10:08:51 PM","online","0","","Charging","22","100","51.95","10.37","24.0","1","204","30","","-6"
"10:09:51 PM","online","0","","Charging","22","100","51.95","10.37","24.2","1","205","30","","-6"
"10:10:51 PM","online","0","","Charging","22","100","52.39","10.48","24.0","1","205","30","","-6"
"10:11:52 PM","online","0","","Charging","22","100","52.84","10.58","24.0","1","204","30","","-6"
"10:12:51 PM","online","0","","Charging","22","100","53.28","10.69","24.2","1","205","30","","-6"
"10:13:50 PM","online","0","","Charging","22","100","53.28","10.69","24.0","1","205","30","","-6"
"10:14:53 PM","online","0","","Charging","22","100","53.73","10.79","24.1","1","206","30","","-6"
"10:15:49 PM","","0","Tesla API Token Refreshed","","","","","","","","","","",""
"10:16:51 PM","online","0","","Charging","23","100","55.06","11.11","24.0","1","204","30","","-6"
"10:17:51 PM","online","0","","Charging","23","100","55.06","11.11","24.2","1","205","30","","-6"
"10:18:50 PM","online","0","","Charging","23","100","55.5","11.21","24.2","1","206","30","","-6"
"10:19:51 PM","online","0","","Charging","23","100","55.95","11.32","24.0","1","204","30","","-6"
"10:20:51 PM","online","0","","Charging","23","100","56.39","11.53","24.2","1","206","30","","-6"
"10:21:52 PM","online","0","","Charging","24","100","56.83","11.53","24.1","1","206","30","","-6"
"10:22:50 PM","online","0","","Charging","24","100","57.28","11.63","24.2","1","206","30","","-6"
"10:23:51 PM","online","0","","Charging","24","100","57.72","11.74","24.0","1","204","30","","-6"
"10:24:51 PM","online","0","","Charging","24","100","57.72","11.74","24.2","1","206","30","","-6"
"10:25:50 PM","online","0","","Charging","24","100","58.17","11.84","24.0","1","205","30","","-6"
"10:26:51 PM","online","0","","Charging","24","100","59.05","12.05","24.0","1","205","30","","-6"
"10:27:51 PM","online","0","","Charging","25","100","59.5","12.16","24.2","1","206","30","","-6"
"10:28:52 PM","online","0","","Charging","25","100","59.5","12.16","24.0","1","204","30","","-6"
"10:29:51 PM","online","0","","Charging","25","100","59.94","12.26","24.2","1","205","30","","-6"
"10:30:50 PM","online","0","","Charging","25","100","60.39","12.47","24.0","1","204","30","","-6"
"10:31:51 PM","online","0","","Charging","25","100","61.27","12.57","24.2","1","206","30","","-6"
"10:32:50 PM","online","0","","Charging","25","100","61.27","12.57","24.2","1","205","30","","-6"
"10:33:51 PM","online","0","","Charging","26","100","61.72","12.68","24.2","1","206","30","","-6"
"10:34:51 PM","online","0","","Charging","26","100","62.16","12.78","24.2","1","206","30","","-6"
"10:35:50 PM","online","0","","Charging","26","100","62.16","12.78","24.2","1","206","30","","-6"
"10:36:51 PM","online","0","","Charging","26","100","62.61","12.89","24.0","1","205","30","","-6"
"10:37:50 PM","online","0","","Charging","26","100","63.49","13.1","24.0","1","204","30","","-6"
"10:38:51 PM","online","0","","Charging","27","100","63.94","13.2","24.0","1","204","30","","-6"
"10:39:51 PM","online","0","","Charging","27","100","63.94","13.2","24.0","1","205","30","","-6"
"10:40:50 PM","online","0","","Charging","27","100","64.38","13.31","24.2","1","206","30","","-6"
"10:41:51 PM","online","0","","Charging","27","100","64.83","13.52","24.2","1","206","30","","-6"
"10:42:50 PM","online","0","","Charging","27","100","65.71","13.62","24.2","1","205","30","","-6"
"10:43:50 PM","online","0","","Charging","27","100","65.71","13.62","24.0","1","204","30","","-6"
"10:44:48 PM","online","0","","Charging","27","100","66.16","13.73","24.0","1","204","30","","-6"
"10:45:50 PM","online","0","","Charging","28","100","66.6","13.83","24.0","1","204","30","","-6"
"10:46:51 PM","online","0","","Charging","28","100","67.05","13.94","24.0","1","205","30","","-6"
"10:47:50 PM","online","0","","Charging","28","100","67.49","14.04","24.1","1","204","30","","-6"
"10:48:48 PM","online","0","","Charging","28","100","67.93","14.15","24.1","1","205","30","","-6"
"10:49:49 PM","online","0","","Charging","28","100","68.38","14.25","24.0","1","204","30","","-6"
"10:50:50 PM","online","0","","Charging","28","100","68.38","14.25","24.2","1","205","30","","-6"
"10:51:49 PM","online","0","","Charging","29","100","68.82","14.36","24.0","1","204","30","","-6"
"10:52:50 PM","online","0","","Charging","29","100","69.27","14.46","24.0","1","204","30","","-6"
"10:53:51 PM","online","0","","Charging","29","100","70.15","14.67","24.0","1","204","30","","-6"
"10:54:50 PM","online","0","","Charging","29","100","70.15","14.67","24.2","1","206","30","","-6"
"10:55:50 PM","online","0","","Charging","29","100","70.6","14.78","24.0","1","205","30","","-6"
"10:56:50 PM","online","0","","Charging","29","100","71.04","14.88","24.2","1","205","30","","-6"
"10:57:50 PM","online","0","","Charging","30","100","71.93","15.09","24.2","1","206","30","","-6"
"10:58:50 PM","online","0","","Charging","30","100","71.49","14.98","24.0","1","204","30","","-6"
"10:59:50 PM","online","0","","Charging","30","100","72.37","15.19","24.2","1","206","30","","-6"
"11:00:50 PM","online","0","","Charging","30","100","72.82","15.3","24.2","1","205","30","","-6"
"11:01:51 PM","online","0","","Charging","30","100","73.26","15.4","24.2","1","206","30","","-6"
"11:02:50 PM","online","0","","Charging","30","100","73.26","15.4","24.0","1","205","30","","-6"
"11:03:50 PM","online","0","","Charging","31","100","73.71","15.51","24.0","1","205","30","","-6"
"11:04:50 PM","online","0","","Charging","31","100","74.6","15.72","24.2","1","206","30","","-6"
"11:05:50 PM","online","0","","Charging","31","100","74.6","15.72","24.0","1","204","30","","-6"
"11:06:50 PM","online","0","","Charging","31","100","75.04","15.82","24.0","1","204","30","","-6"
"11:07:50 PM","online","0","","Charging","31","100","75.48","15.93","24.0","1","204","30","","-6"
"11:08:50 PM","online","0","","Charging","32","100","76.37","16.14","24.0","1","204","30","","-6"
"11:09:51 PM","online","0","","Charging","31","100","75.93","16.03","24.0","1","204","30","","-6"
"11:10:50 PM","online","0","","Charging","32","100","76.82","16.24","24.1","1","205","30","","-6"
"11:11:50 PM","online","0","","Charging","32","100","77.26","16.35","24.1","1","205","30","","-6"
"11:12:50 PM","online","0","","Charging","32","100","77.7","16.45","24.0","1","205","30","","-6"
"11:13:48 PM","online","0","","Charging","32","100","77.7","16.45","24.0","1","205","30","","-6"
"11:14:50 PM","online","0","","Charging","33","100","78.59","16.66","24.0","1","204","30","","-6"
"11:15:50 PM","online","0","","Charging","33","100","79.04","16.77","24.0","1","205","30","","-6"
"11:16:50 PM","online","0","","Charging","33","100","79.04","16.77","24.0","1","204","30","","-6"
"11:17:51 PM","online","0","","Charging","33","100","79.48","16.87","24.1","1","205","30","","-6"
"11:18:50 PM","online","0","","Charging","33","100","79.92","16.98","24.0","1","204","30","","-6"
"11:19:48 PM","online","0","","Charging","34","100","80.81","17.19","24.0","1","203","30","","-6"
"11:20:49 PM","online","0","","Charging","33","100","80.37","17.19","24.0","1","204","30","","-6"
"11:21:51 PM","online","0","","Charging","34","100","81.26","17.29","24.0","1","204","30","","-6"
"11:22:49 PM","online","0","","Charging","34","100","81.7","17.39","24.0","1","203","30","","-6"
"11:23:50 PM","online","0","","Charging","34","100","82.14","17.5","24.0","1","204","30","","-6"
"11:24:50 PM","online","0","","Charging","34","100","82.14","17.5","24.0","1","204","30","","-6"
"11:25:49 PM","online","0","","Charging","34","100","82.59","17.6","24.0","1","203","30","","-6"
"11:26:50 PM","online","0","","Charging","35","100","83.48","17.81","24.0","1","203","30","","-6"
"11:27:50 PM","online","0","","Charging","35","100","83.92","17.92","24.0","1","203","30","","-6"
"11:28:50 PM","online","0","","Charging","35","100","83.92","17.92","24.0","1","203","30","","-6"
"11:29:50 PM","online","0","","Charging","35","100","84.36","18.02","24.0","1","205","30","","-6"
"11:30:50 PM","online","0","","Charging","35","100","84.81","18.13","24.0","1","203","30","","-6"
"11:31:51 PM","online","0","","Charging","36","100","85.7","18.34","24.0","1","203","30","","-6"
"11:32:50 PM","online","0","","Charging","36","100","85.7","18.34","24.0","1","203","30","","-6"
"11:33:51 PM","online","0","","Charging","36","100","86.14","18.44","24.0","1","204","30","","-6"
"11:34:51 PM","online","0","","Charging","36","100","86.58","18.55","24.0","1","204","30","","-6"
"11:35:49 PM","online","0","","Charging","36","100","86.58","18.55","24.0","1","203","30","","-6"
"11:36:51 PM","online","0","","Charging","36","100","87.47","18.76","24.0","1","205","30","","-6"
"11:37:49 PM","online","0","","Charging","36","100","87.92","18.86","24.0","1","204","30","","-6"
"11:38:49 PM","online","0","","Charging","37","100","88.36","18.97","24.0","1","204","30","","-6"
"11:39:51 PM","online","0","","Charging","37","100","88.36","18.97","24.0","1","205","30","","-6"
"11:40:50 PM","online","0","","Charging","37","100","88.8","19.07","24.0","1","203","30","","-6"
"11:41:50 PM","online","0","","Charging","37","100","89.25","19.28","24.0","1","205","30","","-6"
"11:42:50 PM","online","0","","Charging","37","100","90.14","19.39","23.9","1","203","30","","-6"
"11:43:51 PM","online","0","","Charging","37","100","90.14","19.39","24.0","1","205","30","","-6"
"11:44:51 PM","online","0","","Charging","38","100","90.58","19.49","24.0","1","204","30","","-6"
"11:45:50 PM","online","0","","Charging","38","100","91.02","19.6","24.0","1","204","30","","-6"
"11:46:50 PM","online","0","","Charging","38","100","91.02","19.6","23.9","1","203","30","","-6"
"11:47:51 PM","online","0","","Charging","38","100","91.91","19.8","24.0","1","204","30","","-6"
"11:48:50 PM","online","0","","Charging","38","100","92.36","19.91","23.9","1","205","30","","-6"
"11:49:49 PM","online","0","","Charging","38","100","92.8","20.01","24.0","1","204","30","","-6"
"11:50:50 PM","online","0","","Charging","38","100","92.8","20.01","23.9","1","204","30","","-6"
"11:51:50 PM","online","0","","Charging","39","100","93.24","20.12","24.0","1","204","30","","-6"
"11:52:49 PM","online","0","","Charging","39","100","93.69","20.22","24.0","1","204","30","","-6"
"11:53:51 PM","online","0","","Charging","39","100","94.58","20.43","24.0","1","204","30","","-6"
"11:54:50 PM","online","0","","Charging","39","100","94.58","20.43","24.0","1","204","30","","-6"
"11:55:50 PM","online","0","","Charging","39","100","95.02","20.54","24.0","1","204","30","","-6"
"11:56:50 PM","online","0","","Charging","40","100","95.46","20.64","24.0","1","204","30","","-6"
"11:57:49 PM","online","0","","Charging","40","100","95.91","20.75","23.9","1","205","30","","-6"
"11:58:49 PM","online","0","","Charging","40","100","95.91","20.75","24.0","1","204","30","","-6"
"11:59:49 PM","online","0","","Charging","40","100","96.8","20.96","24.0","1","203","30","","-6"
"12:00:49 AM","online","0","","Charging","40","100","97.24","21.06","24.0","1","203","30","","-6"
"12:01:50 AM","online","0","","Charging","41","100","97.24","21.06","24.0","1","204","30","","-6"
"12:02:51 AM","online","0","","Charging","41","100","97.68","21.17","24.0","1","203","30","","-6"
"12:03:49 AM","online","0","","Charging","41","100","98.13","21.38","24.0","1","204","30","","-6"
"12:04:52 AM","online","0","","Charging","41","100","99.02","21.48","24.0","1","204","30","","-6"
"12:05:50 AM","online","0","","Charging","41","100","99.02","21.48","24.0","1","204","30","","-6"
"12:06:49 AM","online","0","","Charging","41","100","99.46","21.59","24.0","1","203","30","","-6"
"12:07:50 AM","online","0","","Charging","41","100","99.9","21.69","24.0","1","205","30","","-6"
"12:08:50 AM","online","0","","Charging","42","100","100.79","21.9","24.0","1","205","30","","-6"
"12:09:51 AM","online","0","","Charging","42","100","100.79","21.9","24.0","1","205","30","","-6"
"12:10:50 AM","online","0","","Charging","42","100","101.24","22.01","24.0","1","204","30","","-6"
"12:11:50 AM","online","0","","Charging","42","100","101.68","22.11","24.0","1","204","30","","-6"
"12:12:50 AM","online","0","","Charging","42","100","101.68","22.11","24.0","1","205","30","","-6"
"12:13:51 AM","online","0","","Charging","42","100","102.12","22.22","24.0","1","205","30","","-6"
"12:14:49 AM","online","0","","Charging","43","100","103.01","22.42","24.0","1","204","30","","-6"
"12:15:49 AM","online","0","","Charging","43","100","103.46","22.53","23.9","1","204","30","","-6"
"12:16:50 AM","online","0","","Charging","43","100","103.46","22.53","24.0","1","204","30","","-6"
"12:17:49 AM","online","0","","Charging","43","100","103.9","22.63","24.0","1","204","30","","-6"
"12:18:49 AM","online","0","","Charging","43","100","104.34","22.74","24.0","1","204","30","","-6"
"12:19:50 AM","online","0","","Charging","43","100","104.79","22.84","24.2","1","205","30","","-6"
"12:20:51 AM","online","0","","Charging","43","100","104.79","22.84","24.0","1","205","30","","-6"
"12:21:49 AM","online","0","","Charging","44","100","105.68","23.05","24.1","1","205","30","","-6"
"12:22:49 AM","online","0","","Charging","44","100","106.12","23.16","24.0","1","205","30","","-6"
"12:23:48 AM","online","0","","Charging","44","100","106.56","23.26","24.0","1","204","30","","-6"
"12:24:49 AM","online","0","","Charging","44","100","106.56","23.26","24.0","1","204","30","","-6"
"12:25:48 AM","online","0","","Charging","45","100","107.01","23.37","24.0","1","204","30","","-6"
"12:26:50 AM","online","0","","Charging","45","100","107.9","23.58","23.9","1","205","30","","-6"
"12:27:50 AM","online","0","","Charging","45","100","107.9","23.58","24.0","1","204","30","","-6"
"12:28:50 AM","online","0","","Charging","45","100","108.34","23.68","24.0","1","205","30","","-6"
"12:29:49 AM","online","0","","Charging","45","100","108.78","23.79","24.0","1","204","30","","-6"
"12:30:49 AM","online","0","","Charging","45","100","109.23","23.89","24.0","1","204","30","","-6"
"12:31:50 AM","online","0","","Charging","46","100","109.23","23.89","24.0","1","205","30","","-6"
"12:32:49 AM","online","0","","Charging","46","100","110.12","24.1","24.0","1","205","30","","-6"
"12:33:50 AM","online","0","","Charging","46","100","110.56","24.21","24.0","1","205","30","","-6"
"12:34:50 AM","online","0","","Charging","46","100","111.0","24.31","24.0","1","205","30","","-6"
"12:35:49 AM","online","0","","Charging","46","100","111.0","24.31","23.9","1","205","30","","-6"
"12:36:49 AM","online","0","","Charging","46","100","111.89","24.52","24.0","1","204","30","","-6"
"12:37:50 AM","online","0","","Charging","47","100","112.34","24.63","24.0","1","204","30","","-6"
"12:38:52 AM","online","0","","Charging","47","100","112.78","24.73","24.0","1","204","30","","-6"
"12:39:49 AM","online","0","","Charging","47","100","112.78","24.73","23.9","1","204","30","","-6"
